Disease,Severity,Weight,Age,Breed,Temperature,Previous_Disease,Treatment,Feed_Adjustment_Percent
FMD,1,499.9,56,AFS,39.4,None,Antibiotics + Isolation,-16.9
Contagious,1,407.4,18,AFS,39.4,None,Antibiotics + Isolation,-12.3
Lumpy Skin,1,428.4,71,AFS,39.8,None,Antibiotics + Isolation,-13.3
Contagious,0,537.4,66,AFS,38.8,None,Antibiotics + Isolation,-8.9
Pediculosis,0,547.3,88,AFS,38.7,None,Antiparasitic + Monitoring,-2.0
Healthy,0,520.9,55,AFS,38.7,None,No Treatment Required,0.0
Pediculosis,0,370.7,67,AFS,38.7,None,Antiparasitic + Monitoring,-3.5
Pediculosis,2,463.4,29,AFS,40.4,None,Antiparasitic + Monitoring,-11.1
Lumpy Skin,2,535.9,22,AFS,40.4,None,Antiviral + Quarantine,-24.6
Ringworm,0,512.7,49,AFS,38.8,Contagious,Topical Treatment + Monitoring,-4.2
Mastitis,1,426.6,89,AFS,39.3,None,Anti-inflammatory + Rest,-11.1
FMD,1,514.1,62,AFS,39.7,None,Antibiotics + Isolation,-13.3
Contagious,0,489.6,26,AFS,38.9,None,Antibiotics + Isolation,-9.5
Dermatophilosis,1,396.3,91,AFS,39.0,None,Antibiotics + Isolation,-12.4
Healthy,0,544.6,85,AFS,38.5,Ringworm,No Treatment Required,0.0
Contagious,0,517.8,18,AFS,39.0,Mastitis,Antibiotics + Isolation,-7.9
Mastitis,0,437.1,33,AFS,38.8,None,Anti-inflammatory + Rest,-7.8
FMD,0,452.5,42,AFS,38.7,Dermatophilosis,Supportive Care Only,-5.5
Dermatophilosis,0,430.0,38,AFS,38.9,None,Topical Treatment + Monitoring,-5.0
Healthy,0,529.3,20,AFS,38.5,None,No Treatment Required,0.0
FMD,1,394.2,66,AFS,39.6,None,Antibiotics + Isolation,-16.8
Lumpy Skin,0,509.2,58,AFS,38.9,Contagious,Topical Treatment + Monitoring,-4.1
Pediculosis,0,350.5,84,AFS,38.8,None,Antiparasitic + Monitoring,-5.5
Healthy,0,371.6,82,AFS,38.7,None,No Treatment Required,0.0
Healthy,0,413.2,92,AFS,38.4,Mastitis,No Treatment Required,0.0
FMD,1,369.0,95,AFS,39.7,FMD,Antibiotics + Isolation,-14.6
Ringworm,0,439.0,30,AFS,38.8,None,Topical Treatment + Monitoring,-3.6
Ringworm,0,462.7,65,AFS,39.0,None,Topical Treatment + Monitoring,-3.5
Healthy,0,543.8,55,AFS,38.7,Pediculosis,No Treatment Required,0.0
Lumpy Skin,0,384.3,37,AFS,38.8,None,Topical Treatment + Monitoring,-3.4
Pediculosis,2,526.0,82,AFS,40.1,None,Antiparasitic + Monitoring,-10.5
Lumpy Skin,0,546.4,55,AFS,38.5,None,Topical Treatment + Monitoring,-6.9
Dermatophilosis,2,396.8,64,AFS,40.1,Pediculosis,Antibiotics + Isolation,-17.9
Lumpy Skin,0,432.2,52,AFS,38.9,Dermatophilosis,Topical Treatment + Monitoring,-6.2
Lumpy Skin,1,439.4,43,AFS,39.4,FMD,Antibiotics + Isolation,-13.9
FMD,0,482.0,52,AFS,38.8,Pediculosis,Supportive Care Only,-4.6
Dermatophilosis,0,404.6,91,AFS,38.6,None,Topical Treatment + Monitoring,-4.2
Contagious,1,487.5,28,AFS,39.7,None,Antibiotics + Isolation,-14.5
Ringworm,2,368.5,42,AFS,39.9,Lumpy Skin,Antifungal + Topical Care,-10.2
Lumpy Skin,0,454.4,83,AFS,38.7,None,Topical Treatment + Monitoring,-5.2
Lumpy Skin,0,400.0,43,AFS,38.9,None,Topical Treatment + Monitoring,-6.1
Mastitis,0,352.1,83,AFS,38.9,None,Anti-inflammatory + Rest,-5.6
FMD,0,371.9,74,AFS,38.9,FMD,Supportive Care Only,-5.9
Mastitis,0,544.6,28,AFS,38.7,Pediculosis,Anti-inflammatory + Rest,-4.4
FMD,1,370.2,58,AFS,39.2,None,Antibiotics + Isolation,-14.2
Mastitis,0,385.1,43,AFS,39.0,Contagious,Anti-inflammatory + Rest,-4.9
FMD,0,396.9,50,AFS,38.8,None,Supportive Care Only,-3.2
FMD,2,380.6,77,AFS,40.6,None,Antiviral + Quarantine,-25.2
Dermatophilosis,0,376.0,44,AFS,38.9,Contagious,Topical Treatment + Monitoring,-3.7
Mastitis,1,496.1,21,AFS,39.3,None,Anti-inflammatory + Rest,-12.7
Contagious,1,497.8,84,AFS,39.5,Contagious,Antibiotics + Isolation,-12.2
Pediculosis,2,395.9,33,AFS,40.4,None,Antiparasitic + Monitoring,-11.8
Dermatophilosis,1,531.1,63,AFS,39.3,Dermatophilosis,Antibiotics + Isolation,-13.5
Healthy,0,513.2,87,AFS,38.5,None,No Treatment Required,0.0
Healthy,0,532.1,21,AFS,38.4,None,No Treatment Required,0.0
Dermatophilosis,1,487.0,27,AFS,39.6,None,Antibiotics + Isolation,-12.1
Healthy,0,406.1,50,AFS,38.5,Lumpy Skin,No Treatment Required,0.0
Mastitis,1,408.0,22,AFS,39.8,None,Anti-inflammatory + Rest,-12.6
Mastitis,0,536.7,72,AFS,38.5,None,Anti-inflammatory + Rest,-5.7
Mastitis,2,424.7,16,AFS,40.3,None,Antibiotics + Isolation,-19.2
FMD,0,374.1,72,AFS,38.8,None,Supportive Care Only,-3.2
Dermatophilosis,0,411.1,70,AFS,38.7,None,Topical Treatment + Monitoring,-4.9
Lumpy Skin,0,529.1,43,AFS,38.9,None,Topical Treatment + Monitoring,-4.2
Healthy,0,375.2,27,AFS,38.6,None,No Treatment Required,0.0
Contagious,1,446.2,58,AFS,39.1,None,Antibiotics + Isolation,-12.8
Mastitis,1,389.0,79,AFS,39.5,None,Anti-inflammatory + Rest,-13.0
Pediculosis,1,407.6,19,AFS,39.2,None,Antiparasitic + Monitoring,-9.8
Pediculosis,0,380.6,94,AFS,38.6,None,Antiparasitic + Monitoring,-2.0
Ringworm,0,537.2,21,AFS,38.5,None,Topical Treatment + Monitoring,-2.2
Dermatophilosis,0,425.6,91,AFS,38.9,None,Topical Treatment + Monitoring,-4.2
Ringworm,0,388.3,46,AFS,39.0,None,Topical Treatment + Monitoring,-3.4
Dermatophilosis,0,375.4,74,AFS,38.7,Mastitis,Topical Treatment + Monitoring,-3.8
Pediculosis,1,353.2,23,AFS,39.3,None,Antiparasitic + Monitoring,-7.7
Dermatophilosis,2,495.3,72,AFS,41.3,None,Antibiotics + Isolation,-19.6
FMD,0,383.7,36,AFS,38.7,None,Supportive Care Only,-4.6
Mastitis,0,412.7,82,AFS,38.9,None,Anti-inflammatory + Rest,-7.6
Ringworm,0,531.8,73,AFS,38.8,None,Topical Treatment + Monitoring,-2.2
Dermatophilosis,1,496.1,73,AFS,39.3,Contagious,Antibiotics + Isolation,-13.1
Lumpy Skin,0,428.2,39,AFS,39.0,None,Topical Treatment + Monitoring,-4.5
Contagious,2,370.7,28,AFS,41.5,None,Antibiotics + Isolation,-20.8
Ringworm,1,445.2,23,AFS,39.0,Lumpy Skin,Topical Treatment + Monitoring,-9.9
Pediculosis,1,446.0,82,AFS,39.1,Lumpy Skin,Antiparasitic + Monitoring,-8.0
Lumpy Skin,1,454.1,59,AFS,39.1,None,Antibiotics + Isolation,-16.4
Lumpy Skin,0,417.1,20,AFS,38.5,Dermatophilosis,Topical Treatment + Monitoring,-3.8
FMD,2,438.3,53,AFS,39.9,None,Antiviral + Quarantine,-23.1
Dermatophilosis,1,368.7,48,AFS,39.6,Lumpy Skin,Antibiotics + Isolation,-11.5
Ringworm,1,391.6,56,AFS,39.6,None,Topical Treatment + Monitoring,-7.2
Pediculosis,0,467.2,33,AFS,38.6,None,Antiparasitic + Monitoring,-4.3
FMD,1,547.2,37,AFS,39.0,None,Antibiotics + Isolation,-15.4
Pediculosis,0,365.7,69,AFS,38.9,None,Antiparasitic + Monitoring,-5.5
Mastitis,0,458.7,48,AFS,38.5,Lumpy Skin,Anti-inflammatory + Rest,-7.5
Healthy,0,461.7,51,AFS,38.5,Dermatophilosis,No Treatment Required,0.0
Mastitis,1,375.3,53,AFS,39.6,None,Anti-inflammatory + Rest,-10.2
FMD,0,471.6,59,AFS,38.8,None,Supportive Care Only,-5.1
Lumpy Skin,2,359.0,17,AFS,39.9,None,Antiviral + Quarantine,-22.4
Mastitis,2,516.8,85,AFS,40.7,None,Antibiotics + Isolation,-20.7
FMD,2,444.1,70,AFS,40.1,Lumpy Skin,Antiviral + Quarantine,-26.5
Healthy,0,352.1,48,AFS,38.6,FMD,No Treatment Required,0.0
Mastitis,2,522.6,82,AFS,40.0,None,Antibiotics + Isolation,-20.3
Mastitis,1,457.6,41,AFS,39.2,None,Anti-inflammatory + Rest,-12.0
Pediculosis,1,453.0,56,AFS,39.5,None,Antiparasitic + Monitoring,-6.7
Pediculosis,1,545.1,75,AFS,39.2,None,Antiparasitic + Monitoring,-6.2
Lumpy Skin,0,541.8,20,AFS,38.5,None,Topical Treatment + Monitoring,-5.6
Lumpy Skin,2,541.4,64,AFS,40.3,Lumpy Skin,Antiviral + Quarantine,-21.6
Mastitis,1,391.9,18,AFS,39.3,None,Anti-inflammatory + Rest,-14.0
FMD,1,546.1,58,AFS,39.6,FMD,Antibiotics + Isolation,-13.2
Pediculosis,1,464.1,91,AFS,39.6,None,Antiparasitic + Monitoring,-8.1
Healthy,0,395.6,81,AFS,38.4,None,No Treatment Required,0.0
FMD,1,350.3,91,AFS,39.1,None,Antibiotics + Isolation,-14.6
Ringworm,0,449.4,39,AFS,38.6,None,Topical Treatment + Monitoring,-4.9
FMD,1,364.4,38,AFS,39.2,Contagious,Antibiotics + Isolation,-15.3
Lumpy Skin,1,402.3,25,AFS,39.7,None,Antibiotics + Isolation,-13.9
Pediculosis,2,477.2,66,AFS,41.4,Pediculosis,Antiparasitic + Monitoring,-11.0
Dermatophilosis,0,541.4,19,AFS,38.9,Contagious,Topical Treatment + Monitoring,-4.0
Mastitis,2,549.1,64,AFS,40.5,None,Antibiotics + Isolation,-20.8
Mastitis,0,354.5,27,AFS,38.7,None,Anti-inflammatory + Rest,-4.5
Lumpy Skin,1,454.5,58,AFS,39.3,None,Antibiotics + Isolation,-16.6
Ringworm,2,494.1,55,AFS,40.0,FMD,Antifungal + Topical Care,-11.9
Dermatophilosis,0,512.1,92,AFS,38.7,Pediculosis,Topical Treatment + Monitoring,-6.3
Healthy,0,416.6,32,AFS,38.4,None,No Treatment Required,0.0
FMD,1,411.9,65,AFS,39.7,Contagious,Antibiotics + Isolation,-14.2
Mastitis,0,469.2,33,AFS,39.0,Pediculosis,Anti-inflammatory + Rest,-4.5
FMD,1,487.6,80,AFS,39.1,None,Antibiotics + Isolation,-15.1
FMD,1,519.2,62,AFS,39.4,FMD,Antibiotics + Isolation,-14.4
Pediculosis,1,354.5,84,AFS,39.4,None,Antiparasitic + Monitoring,-7.5
Contagious,2,353.6,60,AFS,40.5,None,Antibiotics + Isolation,-23.4
Healthy,0,377.3,79,AFS,38.8,Dermatophilosis,No Treatment Required,0.0
Contagious,1,484.8,41,AFS,39.7,None,Antibiotics + Isolation,-14.7
Ringworm,2,424.7,23,AFS,40.0,Ringworm,Antifungal + Topical Care,-8.2
FMD,1,432.6,25,AFS,39.8,None,Antibiotics + Isolation,-15.6
Healthy,0,504.4,64,AFS,38.5,Ringworm,No Treatment Required,0.0
Contagious,2,447.1,18,AFS,39.9,None,Antibiotics + Isolation,-22.7
Pediculosis,0,428.6,15,AFS,38.6,None,Antiparasitic + Monitoring,-2.0
Mastitis,1,384.6,80,AFS,39.2,None,Anti-inflammatory + Rest,-13.4
FMD,2,394.3,60,AFS,41.2,None,Antiviral + Quarantine,-23.9
Contagious,1,484.1,94,AFS,39.1,Dermatophilosis,Antibiotics + Isolation,-13.6
Lumpy Skin,1,458.6,48,AFS,39.1,None,Antibiotics + Isolation,-15.4
Pediculosis,1,492.8,34,AFS,39.7,Mastitis,Antiparasitic + Monitoring,-8.0
Mastitis,1,400.0,85,AFS,39.7,None,Anti-inflammatory + Rest,-10.4
Contagious,1,530.6,89,AFS,39.8,Ringworm,Antibiotics + Isolation,-15.6
Pediculosis,1,370.4,71,AFS,39.1,None,Antiparasitic + Monitoring,-6.6
Healthy,0,516.8,71,AFS,38.4,None,No Treatment Required,0.0
Mastitis,1,394.3,44,AFS,39.4,Ringworm,Anti-inflammatory + Rest,-10.8
Ringworm,2,441.4,26,AFS,41.3,None,Antifungal + Topical Care,-10.5
Ringworm,0,403.0,68,AFS,38.7,None,Topical Treatment + Monitoring,-1.3
Contagious,1,392.7,22,AFS,39.6,Ringworm,Antibiotics + Isolation,-14.0
Dermatophilosis,0,439.8,75,AFS,38.9,None,Topical Treatment + Monitoring,-3.2
Dermatophilosis,1,432.4,70,AFS,39.7,Pediculosis,Antibiotics + Isolation,-10.2
FMD,1,385.5,34,AFS,39.0,None,Antibiotics + Isolation,-16.1
Pediculosis,1,392.8,18,AFS,39.1,None,Antiparasitic + Monitoring,-7.6
Contagious,1,378.8,31,AFS,39.8,Ringworm,Antibiotics + Isolation,-12.5
Contagious,0,467.1,15,AFS,38.8,None,Antibiotics + Isolation,-7.6
Contagious,1,481.7,23,AFS,39.0,None,Antibiotics + Isolation,-16.0
Dermatophilosis,2,467.9,95,AFS,40.5,None,Antibiotics + Isolation,-18.6
Mastitis,0,397.5,48,AFS,39.0,Mastitis,Anti-inflammatory + Rest,-5.3
FMD,1,511.2,71,AFS,39.6,Lumpy Skin,Antibiotics + Isolation,-14.0
FMD,2,455.1,48,AFS,41.3,Lumpy Skin,Antiviral + Quarantine,-24.3
Dermatophilosis,0,427.7,87,AFS,38.9,None,Topical Treatment + Monitoring,-4.3
Ringworm,0,406.8,24,AFS,38.6,Lumpy Skin,Topical Treatment + Monitoring,-3.0
Healthy,0,427.2,82,AFS,38.5,None,No Treatment Required,0.0
FMD,0,468.2,46,AFS,38.7,None,Supportive Care Only,-6.8
FMD,0,473.5,47,AFS,38.6,None,Supportive Care Only,-6.6
Dermatophilosis,1,389.4,92,AFS,39.1,Ringworm,Antibiotics + Isolation,-10.6
Healthy,0,427.0,74,AFS,38.4,None,No Treatment Required,0.0
Pediculosis,0,511.2,42,AFS,38.9,None,Antiparasitic + Monitoring,-2.8
Contagious,0,402.2,20,AFS,38.6,None,Antibiotics + Isolation,-8.9
Mastitis,0,457.1,17,AFS,38.6,Ringworm,Anti-inflammatory + Rest,-7.1
Ringworm,1,420.2,63,AFS,39.3,None,Topical Treatment + Monitoring,-8.3
Pediculosis,1,449.2,46,AFS,39.1,None,Antiparasitic + Monitoring,-8.6
Ringworm,0,378.1,63,AFS,38.7,None,Topical Treatment + Monitoring,-3.0
Dermatophilosis,0,445.3,94,AFS,38.7,None,Topical Treatment + Monitoring,-6.4
Mastitis,1,518.3,25,AFS,39.6,None,Anti-inflammatory + Rest,-13.5
Lumpy Skin,1,367.4,89,AFS,39.3,Contagious,Antibiotics + Isolation,-14.2
Lumpy Skin,1,412.8,78,AFS,39.2,None,Antibiotics + Isolation,-15.8
Ringworm,0,525.7,85,AFS,38.7,None,Topical Treatment + Monitoring,-2.9
Ringworm,0,418.6,87,AFS,38.8,None,Topical Treatment + Monitoring,-1.9
Lumpy Skin,0,450.6,41,AFS,38.9,None,Topical Treatment + Monitoring,-5.8
Healthy,0,398.4,36,AFS,38.3,None,No Treatment Required,0.0
Lumpy Skin,2,481.4,43,AFS,39.9,Pediculosis,Antiviral + Quarantine,-23.1
Pediculosis,0,534.1,89,AFS,38.6,None,Antiparasitic + Monitoring,-5.7
Healthy,0,371.0,82,AFS,38.4,Lumpy Skin,No Treatment Required,0.0
Mastitis,1,352.6,25,AFS,39.7,None,Anti-inflammatory + Rest,-12.2
Lumpy Skin,0,533.4,88,AFS,38.6,None,Topical Treatment + Monitoring,-3.3
Dermatophilosis,0,369.0,58,AFS,38.7,None,Topical Treatment + Monitoring,-4.7
Dermatophilosis,2,532.8,90,AFS,41.2,Contagious,Antibiotics + Isolation,-17.1
Healthy,0,435.8,15,AFS,38.3,None,No Treatment Required,0.0
Dermatophilosis,0,519.8,20,AFS,38.8,None,Topical Treatment + Monitoring,-3.2
Lumpy Skin,2,423.0,24,AFS,40.4,None,Antiviral + Quarantine,-23.5
Ringworm,1,477.6,19,AFS,39.1,None,Topical Treatment + Monitoring,-8.3
Pediculosis,1,524.5,92,AFS,39.4,Lumpy Skin,Antiparasitic + Monitoring,-8.2
FMD,0,522.4,70,AFS,38.8,Lumpy Skin,Supportive Care Only,-6.4
Contagious,0,468.5,34,AFS,38.7,None,Antibiotics + Isolation,-8.3
Pediculosis,0,483.5,61,AFS,38.8,None,Antiparasitic + Monitoring,-2.4
Ringworm,0,501.2,71,AFS,38.6,None,Topical Treatment + Monitoring,-1.8
Lumpy Skin,2,506.3,24,AFS,40.2,None,Antiviral + Quarantine,-23.9
Lumpy Skin,0,502.4,49,AFS,38.7,None,Topical Treatment + Monitoring,-4.4
Lumpy Skin,0,418.2,26,AFS,38.8,None,Topical Treatment + Monitoring,-7.0
Contagious,1,510.7,20,AFS,39.6,None,Antibiotics + Isolation,-15.7
Contagious,1,471.5,65,AFS,39.1,None,Antibiotics + Isolation,-13.8
Healthy,0,479.1,88,AFS,38.6,None,No Treatment Required,0.0
FMD,1,504.7,85,AFS,39.4,None,Antibiotics + Isolation,-14.2
Mastitis,2,487.6,28,AFS,40.6,None,Antibiotics + Isolation,-19.3
Healthy,0,445.3,27,AFS,38.3,Ringworm,No Treatment Required,0.0
Lumpy Skin,2,371.6,69,AFS,39.9,None,Antiviral + Quarantine,-24.0
Contagious,1,476.0,28,AFS,39.4,None,Antibiotics + Isolation,-15.4
Lumpy Skin,1,407.3,89,AFS,39.4,Contagious,Antibiotics + Isolation,-13.3
Mastitis,0,370.8,34,AFS,38.8,FMD,Anti-inflammatory + Rest,-7.5
Healthy,0,411.1,53,AFS,38.7,None,No Treatment Required,0.0
Ringworm,0,549.4,82,AFS,38.7,Dermatophilosis,Topical Treatment + Monitoring,-3.5
Contagious,0,454.1,61,AFS,38.6,Lumpy Skin,Antibiotics + Isolation,-7.1
Dermatophilosis,2,377.7,32,AFS,41.5,None,Antibiotics + Isolation,-18.2
FMD,1,453.5,37,AFS,39.4,Lumpy Skin,Antibiotics + Isolation,-14.8
Dermatophilosis,2,549.4,26,AFS,41.4,Mastitis,Antibiotics + Isolation,-19.1
Mastitis,0,466.2,26,AFS,38.9,FMD,Anti-inflammatory + Rest,-6.4
Ringworm,0,514.9,24,AFS,39.0,None,Topical Treatment + Monitoring,-1.6
Contagious,1,434.6,75,AFS,39.7,Dermatophilosis,Antibiotics + Isolation,-13.9
Pediculosis,1,390.9,56,AFS,39.3,FMD,Antiparasitic + Monitoring,-8.7
Lumpy Skin,1,520.8,71,AFS,39.2,None,Antibiotics + Isolation,-15.3
Dermatophilosis,0,470.3,71,AFS,39.0,Lumpy Skin,Topical Treatment + Monitoring,-4.9
Dermatophilosis,1,508.4,50,AFS,39.6,None,Antibiotics + Isolation,-12.8
Contagious,1,436.6,71,AFS,39.8,None,Antibiotics + Isolation,-13.8
FMD,0,474.8,73,AFS,38.7,None,Supportive Care Only,-4.8
Pediculosis,2,443.6,50,AFS,41.3,None,Antiparasitic + Monitoring,-10.2
Dermatophilosis,1,487.9,66,AFS,39.8,None,Antibiotics + Isolation,-11.0
Pediculosis,1,400.5,39,AFS,39.4,Contagious,Antiparasitic + Monitoring,-8.7
Lumpy Skin,0,537.8,85,AFS,38.6,Ringworm,Topical Treatment + Monitoring,-5.0
Ringworm,1,434.0,73,AFS,39.3,None,Topical Treatment + Monitoring,-7.8
Contagious,0,476.9,31,AFS,38.7,None,Antibiotics + Isolation,-9.5
Dermatophilosis,0,413.7,48,AFS,38.8,None,Topical Treatment + Monitoring,-3.3
Mastitis,0,542.0,53,AFS,38.9,None,Anti-inflammatory + Rest,-6.9
Lumpy Skin,0,437.7,35,AFS,38.5,None,Topical Treatment + Monitoring,-5.9
FMD,1,468.1,59,AFS,39.5,None,Antibiotics + Isolation,-15.3
Pediculosis,0,386.2,67,AFS,38.9,Dermatophilosis,Antiparasitic + Monitoring,-3.1
Lumpy Skin,0,546.8,58,AFS,38.7,None,Topical Treatment + Monitoring,-3.6
Contagious,2,368.7,23,AFS,40.7,None,Antibiotics + Isolation,-22.0
Dermatophilosis,2,438.6,25,AFS,41.3,None,Antibiotics + Isolation,-18.4
Mastitis,1,487.4,30,AFS,39.3,None,Anti-inflammatory + Rest,-11.8
Contagious,0,430.5,43,AFS,38.8,None,Antibiotics + Isolation,-8.2
Mastitis,2,375.5,73,AFS,40.7,None,Antibiotics + Isolation,-20.8
Healthy,0,529.9,30,AFS,38.6,None,No Treatment Required,0.0
Ringworm,0,497.4,14,AFS,38.6,Pediculosis,Topical Treatment + Monitoring,-3.2
Dermatophilosis,1,380.8,31,AFS,39.1,None,Antibiotics + Isolation,-11.2
Ringworm,0,518.2,58,AFS,38.9,None,Topical Treatment + Monitoring,-1.3
Healthy,0,387.8,48,AFS,38.4,None,No Treatment Required,0.0
Ringworm,1,493.4,40,AFS,39.6,None,Topical Treatment + Monitoring,-9.0
FMD,2,402.5,26,AFS,40.5,None,Antiviral + Quarantine,-26.3
Contagious,0,409.3,16,AFS,39.0,None,Antibiotics + Isolation,-9.1
Ringworm,1,482.7,66,AFS,39.1,Lumpy Skin,Topical Treatment + Monitoring,-6.1
Ringworm,1,354.7,81,AFS,39.7,None,Topical Treatment + Monitoring,-6.7
Mastitis,0,519.3,47,AFS,38.8,None,Anti-inflammatory + Rest,-6.1
Pediculosis,0,452.4,57,AFS,38.7,None,Antiparasitic + Monitoring,-4.2
Mastitis,2,525.1,78,AFS,41.4,None,Antibiotics + Isolation,-20.9
Pediculosis,0,418.1,73,AFS,38.6,None,Antiparasitic + Monitoring,-3.1
Contagious,0,403.7,48,AFS,38.7,Dermatophilosis,Antibiotics + Isolation,-8.5
Healthy,0,470.4,67,AFS,38.7,Pediculosis,No Treatment Required,0.0
Lumpy Skin,1,391.9,27,AFS,39.5,None,Antibiotics + Isolation,-16.3
Contagious,2,518.7,61,AFS,40.4,Lumpy Skin,Antibiotics + Isolation,-21.2
Ringworm,2,456.0,68,AFS,40.4,Dermatophilosis,Antifungal + Topical Care,-11.3
Mastitis,0,442.2,15,AFS,38.8,Mastitis,Anti-inflammatory + Rest,-6.1
FMD,0,549.7,12,AFS,38.7,None,Supportive Care Only,-5.4
FMD,0,525.3,12,AFS,38.6,Dermatophilosis,Supportive Care Only,-4.9
FMD,0,520.9,60,AFS,38.6,None,Supportive Care Only,-4.8
Lumpy Skin,0,407.0,94,AFS,38.9,Lumpy Skin,Topical Treatment + Monitoring,-6.0
Dermatophilosis,1,506.2,51,AFS,39.7,None,Antibiotics + Isolation,-10.9
Pediculosis,0,489.1,93,AFS,38.5,None,Antiparasitic + Monitoring,-5.3
Contagious,1,425.2,82,AFS,39.7,Pediculosis,Antibiotics + Isolation,-14.9
Dermatophilosis,0,364.1,68,AFS,38.9,None,Topical Treatment + Monitoring,-7.0
FMD,1,375.8,34,AFS,39.0,Contagious,Antibiotics + Isolation,-15.8
Healthy,0,352.2,42,AFS,38.4,None,No Treatment Required,0.0
Mastitis,0,360.9,87,AFS,38.6,Contagious,Anti-inflammatory + Rest,-5.0
Dermatophilosis,0,529.3,24,AFS,38.8,None,Topical Treatment + Monitoring,-4.9
Lumpy Skin,0,392.6,43,AFS,38.7,Pediculosis,Topical Treatment + Monitoring,-3.9
FMD,1,461.7,31,AFS,39.7,Lumpy Skin,Antibiotics + Isolation,-16.2
Contagious,1,549.9,56,AFS,39.5,Contagious,Antibiotics + Isolation,-15.3
Mastitis,1,384.2,45,AFS,39.6,None,Anti-inflammatory + Rest,-10.1
Lumpy Skin,0,544.1,37,AFS,38.6,None,Topical Treatment + Monitoring,-3.8
Ringworm,1,379.3,71,AFS,39.1,Contagious,Topical Treatment + Monitoring,-6.7
FMD,1,418.3,32,AFS,39.4,None,Antibiotics + Isolation,-15.2
Contagious,2,535.2,15,AFS,40.3,Lumpy Skin,Antibiotics + Isolation,-22.7
Lumpy Skin,1,526.8,71,AFS,39.7,Lumpy Skin,Antibiotics + Isolation,-13.1
FMD,0,424.7,58,AFS,38.8,None,Supportive Care Only,-7.0
Ringworm,2,474.8,92,AFS,39.8,None,Antifungal + Topical Care,-10.0
Healthy,0,450.3,80,AFS,38.4,Lumpy Skin,No Treatment Required,0.0
Mastitis,1,449.1,13,AFS,39.1,None,Anti-inflammatory + Rest,-11.5
FMD,1,461.4,23,AFS,39.4,Ringworm,Antibiotics + Isolation,-16.3
Mastitis,1,407.6,55,AFS,39.4,None,Anti-inflammatory + Rest,-13.7
Pediculosis,2,393.7,95,AFS,40.6,Dermatophilosis,Antiparasitic + Monitoring,-11.9
Mastitis,0,448.1,58,AFS,39.0,Contagious,Anti-inflammatory + Rest,-7.7
Healthy,0,442.9,55,AFS,38.3,Ringworm,No Treatment Required,0.0
Contagious,1,542.8,63,AFS,39.3,Lumpy Skin,Antibiotics + Isolation,-14.3
FMD,1,484.1,20,AFS,39.0,None,Antibiotics + Isolation,-16.3
Ringworm,0,507.3,93,AFS,38.5,None,Topical Treatment + Monitoring,-3.3
Dermatophilosis,1,540.9,58,AFS,39.6,None,Antibiotics + Isolation,-12.8
Mastitis,1,515.3,53,AFS,39.2,None,Anti-inflammatory + Rest,-10.9
Dermatophilosis,2,364.5,42,AFS,40.2,Contagious,Antibiotics + Isolation,-17.2
Dermatophilosis,1,528.2,51,AFS,39.4,None,Antibiotics + Isolation,-10.5
Pediculosis,0,360.3,27,AFS,38.7,Dermatophilosis,Antiparasitic + Monitoring,-5.4
Mastitis,0,394.2,91,AFS,38.8,None,Anti-inflammatory + Rest,-7.5
Dermatophilosis,1,363.7,38,AFS,39.3,None,Antibiotics + Isolation,-10.8
Dermatophilosis,1,394.9,29,AFS,39.3,None,Antibiotics + Isolation,-12.5
Dermatophilosis,0,361.0,24,AFS,39.0,None,Topical Treatment + Monitoring,-3.8
Mastitis,0,480.7,16,AFS,38.9,None,Anti-inflammatory + Rest,-7.0
Pediculosis,1,489.9,39,AFS,39.4,Ringworm,Antiparasitic + Monitoring,-6.6
Lumpy Skin,1,537.7,35,AFS,39.2,None,Antibiotics + Isolation,-16.7
Ringworm,2,427.4,43,AFS,40.4,None,Antifungal + Topical Care,-8.5
FMD,2,541.3,75,AFS,41.0,None,Antiviral + Quarantine,-24.3
Pediculosis,0,510.2,49,AFS,38.5,None,Antiparasitic + Monitoring,-5.9
Ringworm,0,483.6,77,AFS,38.6,None,Topical Treatment + Monitoring,-2.3
Ringworm,2,547.4,64,AFS,40.7,None,Antifungal + Topical Care,-8.2
Ringworm,0,453.9,58,AFS,39.0,None,Topical Treatment + Monitoring,-2.4
Dermatophilosis,0,430.1,47,AFS,38.6,None,Topical Treatment + Monitoring,-5.8
Mastitis,0,432.4,44,AFS,38.9,FMD,Anti-inflammatory + Rest,-6.2
Lumpy Skin,1,479.9,32,AFS,39.3,None,Antibiotics + Isolation,-14.9
FMD,1,415.8,34,AFS,39.6,None,Antibiotics + Isolation,-13.3
Healthy,0,460.8,93,AFS,38.5,None,No Treatment Required,0.0
Contagious,2,543.4,25,AFS,40.9,None,Antibiotics + Isolation,-20.9
Dermatophilosis,1,396.2,47,AFS,39.1,None,Antibiotics + Isolation,-13.2
Pediculosis,0,493.1,22,AFS,39.0,None,Antiparasitic + Monitoring,-2.1
Healthy,0,440.2,21,AFS,38.5,None,No Treatment Required,0.0
Mastitis,2,401.6,69,AFS,40.6,None,Antibiotics + Isolation,-21.1
Healthy,0,364.7,36,AFS,38.7,FMD,No Treatment Required,0.0
Lumpy Skin,1,505.8,83,AFS,39.1,Ringworm,Antibiotics + Isolation,-13.7
