Age_Months,Weight_kg,Breed,Milk_Yield_L_per_day,Health_Status,Disease,Body_Condition_Score,Location,Dry_Matter_Intake_kg_per_day,Energy_MJ_per_day,Crude_Protein_g_per_day,Calcium_g_per_day,Phosphorus_g_per_day,Recommended_Feed_Type
77,594,Local,27.4,Healthy,None,3.6,Badulla,17.59,203.5,1582.0,91.3,56.0,Concentrate
115,307,Friesian,11.4,Mild,Lumpy Skin Disease,2.5,Kurunegala,8.82,99.7,915.0,55.4,27.7,Grass
30,554,Friesian,4.0,Healthy,None,3.1,Puttalam,14.25,162.1,1460.0,71.1,40.8,Grass
47,526,Jersey,8.2,Mild,Mastitis,2.3,Matale,13.97,149.2,1465.0,69.4,57.0,Grass
58,545,Ayrshire,8.8,Healthy,None,2.5,Polonnaruwa,14.51,168.9,1519.0,80.4,49.0,Grass
25,535,Jersey,20.4,Healthy,None,3.4,Badulla,15.41,170.4,1463.0,99.3,63.5,Mixed
66,518,Ayrshire,12.0,Mild,Lumpy Skin Disease,3.7,Monaragala,14.15,151.3,1309.0,85.0,49.0,Grass
46,403,Jersey,12.4,Mild,Mastitis,2.6,Anuradhapura,11.32,127.1,1181.0,63.6,33.8,Grass
50,354,Ayrshire,19.6,Healthy,None,3.3,Anuradhapura,10.81,126.5,1102.0,50.6,41.2,Mixed
24,387,Local,6.8,Mild,Foot Rot,2.9,Badulla,10.36,109.3,896.0,63.3,37.5,Grass
89,361,Local,7.6,Healthy,None,2.3,Anuradhapura,9.79,114.3,892.0,61.9,30.3,Grass
112,310,Local,16.6,Severe,Foot Rot,4.0,Monaragala,9.41,106.2,838.0,59.6,33.6,Mixed
54,444,Local,5.0,Healthy,None,3.3,Kurunegala,11.6,127.2,1047.0,64.1,40.6,Grass
120,490,Ayrshire,8.7,Severe,Lumpy Skin Disease,2.8,Kurunegala,13.12,143.1,1127.0,81.7,50.4,Grass
51,533,Local,9.0,Healthy,None,2.6,Matale,14.23,153.0,1275.0,80.3,44.7,Grass
101,600,Ayrshire,12.2,Healthy,None,2.6,Anuradhapura,16.22,187.6,1692.0,93.8,56.6,Grass
111,430,Jersey,13.4,Healthy,None,3.0,Kurunegala,12.09,135.5,1072.0,75.9,50.6,Grass
85,267,Friesian,10.8,Severe,Foot Rot,2.5,Kurunegala,7.76,82.0,661.0,37.1,28.6,Grass
108,327,Friesian,9.1,Healthy,None,3.4,Puttalam,9.09,100.8,784.0,52.5,37.3,Grass
102,499,Friesian,14.5,Healthy,None,2.5,Polonnaruwa,13.93,156.3,1187.0,77.4,44.4,Grass
20,507,Local,12.5,Mild,Mastitis,3.4,Matale,13.93,148.2,1211.0,66.8,42.7,Grass
50,431,Ayrshire,3.7,Mild,Mastitis,3.3,Anuradhapura,11.14,122.4,1037.0,62.7,46.6,Grass
56,600,Friesian,8.7,Mild,Foot Rot,3.3,Kurunegala,15.87,182.3,1379.0,83.5,56.7,Grass
99,254,Jersey,8.2,Healthy,None,2.1,Kurunegala,7.17,83.2,702.0,37.0,29.9,Grass
85,271,Jersey,3.9,Healthy,None,3.0,Kurunegala,7.17,83.4,737.0,39.1,20.5,Grass
105,393,Friesian,13.3,Healthy,None,2.5,Monaragala,11.16,129.5,952.0,54.8,33.5,Grass
109,453,Friesian,15.2,Healthy,None,2.2,Matale,12.85,144.3,1238.0,79.7,48.2,Mixed
60,446,Jersey,11.7,Mild,Foot Rot,2.4,Puttalam,12.32,141.0,1171.0,79.4,35.4,Grass
47,288,Ayrshire,8.7,Healthy,None,3.0,Badulla,8.07,91.2,782.0,52.0,26.3,Grass
52,480,Local,7.7,Healthy,None,2.8,Puttalam,12.77,143.3,1181.0,62.2,46.2,Grass
28,566,Ayrshire,17.0,Mild,Foot Rot,2.7,Anuradhapura,15.85,167.9,1432.0,83.4,61.8,Mixed
112,449,Ayrshire,16.2,Healthy,None,2.4,Kurunegala,12.85,136.5,1335.0,69.3,49.7,Mixed
34,294,Jersey,14.6,Healthy,None,3.7,Matale,8.81,98.9,839.0,41.5,25.8,Grass
29,555,Ayrshire,0.0,Mild,Mastitis,2.6,Anuradhapura,13.88,151.0,1287.0,64.8,56.4,Grass
91,516,Jersey,14.9,Mild,Mastitis,2.9,Puttalam,14.39,153.7,1310.0,78.9,41.6,Grass
53,465,Ayrshire,13.9,Healthy,None,2.7,Matale,13.02,138.0,1172.0,65.0,47.8,Grass
96,350,Local,12.4,Healthy,None,2.9,Monaragala,9.99,108.9,1039.0,51.6,36.6,Grass
60,475,Ayrshire,17.8,Healthy,None,3.1,Matale,13.66,158.1,1339.0,77.7,44.0,Mixed
106,352,Local,13.7,Healthy,None,2.8,Puttalam,10.17,119.5,1061.0,51.7,38.4,Grass
91,374,Ayrshire,9.6,Healthy,None,2.8,Matale,10.31,119.2,957.0,48.7,37.0,Grass
87,342,Friesian,14.0,Severe,Lumpy Skin Disease,2.8,Kurunegala,9.95,116.7,887.0,60.6,39.4,Grass
119,459,Local,13.4,Healthy,None,4.0,Puttalam,12.82,139.7,1154.0,61.6,43.5,Grass
27,479,Local,16.4,Healthy,None,2.8,Kurunegala,13.62,152.5,1409.0,85.0,46.1,Mixed
119,434,Friesian,18.0,Healthy,None,2.8,Matale,12.65,136.9,1243.0,61.1,46.3,Mixed
100,596,Local,1.8,Severe,Lumpy Skin Disease,2.5,Matale,15.08,177.3,1412.0,68.2,47.7,Grass
113,515,Jersey,2.6,Healthy,None,2.8,Polonnaruwa,13.13,144.5,1319.0,74.5,46.0,Grass
21,497,Friesian,12.1,Healthy,None,3.8,Polonnaruwa,13.64,159.5,1183.0,84.1,52.1,Grass
57,425,Local,13.6,Mild,Foot Rot,2.9,Polonnaruwa,11.98,133.3,1132.0,64.4,45.2,Grass
26,403,Friesian,16.1,Mild,Mastitis,1.9,Badulla,11.69,123.1,1074.0,55.2,45.8,Mixed
49,514,Jersey,13.2,Healthy,None,3.4,Badulla,14.17,154.9,1325.0,76.9,55.5,Grass
41,345,Local,4.6,Healthy,None,3.6,Kurunegala,9.09,104.2,933.0,49.1,30.9,Grass
108,359,Jersey,13.7,Healthy,None,2.8,Matale,10.34,118.0,1044.0,58.5,40.5,Grass
41,437,Ayrshire,15.2,Healthy,None,4.1,Polonnaruwa,12.45,132.6,1225.0,68.2,51.7,Mixed
94,448,Local,12.9,Healthy,None,3.1,Badulla,12.49,136.8,1273.0,71.6,49.2,Grass
120,402,Friesian,9.7,Mild,Lumpy Skin Disease,2.6,Matale,11.02,117.4,1004.0,53.6,41.6,Grass
67,464,Jersey,16.2,Healthy,None,2.6,Anuradhapura,13.22,146.1,1252.0,73.7,54.0,Mixed
89,335,Local,12.4,Healthy,None,2.8,Kurunegala,9.62,103.3,980.0,55.2,38.6,Grass
80,319,Jersey,14.4,Mild,Foot Rot,3.2,Monaragala,9.42,105.1,894.0,55.3,31.9,Grass
74,500,Jersey,17.2,Healthy,None,2.7,Matale,14.22,149.9,1425.0,72.3,45.3,Mixed
54,336,Local,10.7,Healthy,None,2.5,Polonnaruwa,9.47,108.9,899.0,52.3,34.1,Grass
117,528,Ayrshire,9.8,Healthy,None,3.2,Puttalam,14.18,162.8,1421.0,76.3,44.0,Grass
31,584,Jersey,15.8,Healthy,None,2.5,Puttalam,16.18,190.9,1521.0,84.1,63.8,Mixed
33,371,Jersey,16.3,Mild,Foot Rot,3.7,Matale,10.91,124.3,1115.0,62.4,37.1,Mixed
35,355,Jersey,14.1,Mild,Foot Rot,3.9,Badulla,10.29,112.7,932.0,57.4,33.5,Grass
55,398,Ayrshire,8.1,Severe,Foot Rot,2.4,Monaragala,10.76,126.8,1061.0,50.5,44.6,Grass
70,280,Ayrshire,3.1,Mild,Mastitis,3.7,Anuradhapura,7.31,83.4,641.0,35.0,23.8,Grass
115,596,Local,15.3,Healthy,None,3.0,Badulla,16.43,184.8,1485.0,87.5,56.4,Mixed
119,297,Local,13.4,Healthy,None,2.4,Polonnaruwa,8.77,95.3,910.0,45.9,36.2,Grass
92,251,Friesian,24.2,Mild,Lumpy Skin Disease,3.1,Puttalam,8.7,98.5,861.0,53.9,34.1,Concentrate
45,469,Jersey,12.5,Healthy,None,3.4,Monaragala,12.98,141.7,1177.0,72.6,38.7,Grass
80,425,Friesian,14.4,Healthy,None,3.1,Anuradhapura,12.06,136.4,1227.0,54.7,49.5,Grass
74,483,Friesian,8.0,Severe,Lumpy Skin Disease,3.2,Anuradhapura,12.88,138.6,1272.0,61.4,47.8,Grass
53,297,Ayrshire,21.4,Healthy,None,3.7,Polonnaruwa,9.57,105.1,986.0,46.2,32.1,Mixed
110,369,Local,20.0,Mild,Foot Rot,2.7,Matale,11.22,119.2,1002.0,52.2,40.7,Mixed
105,477,Friesian,7.1,Healthy,None,2.9,Puttalam,12.64,138.4,1105.0,78.6,47.7,Grass
27,367,Local,12.3,Healthy,None,3.5,Puttalam,10.41,120.2,906.0,54.5,33.5,Grass
117,318,Jersey,3.5,Healthy,None,3.8,Anuradhapura,8.3,93.2,807.0,40.1,27.3,Grass
98,327,Local,11.2,Healthy,None,2.8,Kurunegala,9.29,102.9,830.0,58.5,27.8,Grass
93,446,Ayrshire,6.9,Severe,Lumpy Skin Disease,2.2,Matale,11.84,136.5,1065.0,68.5,37.3,Grass
94,561,Ayrshire,16.1,Mild,Foot Rot,3.0,Matale,15.64,164.8,1594.0,97.8,48.3,Mixed
83,346,Local,5.6,Healthy,None,2.4,Kurunegala,9.21,97.4,948.0,59.0,32.2,Grass
48,505,Friesian,10.3,Healthy,None,3.8,Monaragala,13.65,160.7,1430.0,86.9,40.7,Grass
90,465,Ayrshire,10.7,Healthy,None,2.2,Matale,12.7,136.2,1199.0,82.2,36.9,Grass
26,257,Ayrshire,10.8,Healthy,None,2.9,Badulla,7.51,87.9,781.0,39.8,24.0,Grass
82,462,Local,0.0,Mild,Mastitis,3.0,Kurunegala,11.55,130.9,1106.0,55.5,33.7,Grass
83,354,Jersey,10.8,Healthy,None,3.3,Kurunegala,9.93,109.3,970.0,61.3,37.3,Grass
57,473,Jersey,21.2,Healthy,None,3.6,Polonnaruwa,13.95,148.0,1307.0,75.4,51.0,Mixed
103,586,Jersey,10.7,Healthy,None,2.4,Matale,15.72,179.5,1557.0,75.9,65.0,Grass
84,382,Jersey,24.9,Healthy,None,3.0,Kurunegala,12.04,138.2,1234.0,71.8,35.7,Concentrate
60,469,Ayrshire,12.1,Healthy,None,3.0,Matale,12.94,140.3,1352.0,74.5,45.2,Grass
64,278,Local,13.0,Mild,Mastitis,2.9,Badulla,8.25,90.6,743.0,38.8,29.7,Grass
32,366,Friesian,9.1,Healthy,None,2.7,Anuradhapura,10.06,116.9,904.0,54.8,33.6,Grass
40,268,Local,11.8,Healthy,None,2.7,Matale,7.88,85.3,814.0,40.5,31.2,Grass
65,311,Friesian,8.4,Healthy,None,3.1,Puttalam,8.62,99.5,902.0,55.2,25.0,Grass
54,409,Ayrshire,10.7,Healthy,None,3.8,Badulla,11.3,125.4,1044.0,57.4,44.1,Grass
97,374,Local,0.0,Healthy,None,3.5,Matale,9.35,110.0,981.0,56.6,35.8,Grass
115,375,Jersey,18.2,Healthy,None,2.0,Kurunegala,11.2,123.6,1004.0,58.2,44.5,Mixed
60,250,Local,10.3,Mild,Foot Rot,2.8,Kurunegala,7.28,79.4,649.0,47.1,24.7,Grass
36,393,Friesian,5.0,Healthy,None,2.6,Puttalam,10.33,111.6,1053.0,55.0,41.9,Grass
113,293,Friesian,6.4,Healthy,None,3.9,Badulla,7.96,90.2,739.0,45.2,23.0,Grass
34,371,Ayrshire,16.7,Healthy,None,3.6,Polonnaruwa,10.95,119.5,1106.0,64.6,41.9,Mixed
75,389,Jersey,15.6,Healthy,None,2.4,Anuradhapura,11.29,121.5,1136.0,64.0,34.1,Mixed
75,488,Ayrshire,9.4,Healthy,None,3.2,Polonnaruwa,13.14,147.1,1370.0,64.6,42.5,Grass
33,296,Jersey,5.9,Mild,Lumpy Skin Disease,3.4,Polonnaruwa,7.99,92.5,791.0,36.6,31.7,Grass
36,296,Jersey,10.8,Severe,Lumpy Skin Disease,2.8,Kurunegala,8.48,94.7,836.0,42.6,35.5,Grass
69,481,Jersey,15.6,Healthy,None,3.2,Monaragala,13.59,144.5,1371.0,64.5,39.2,Mixed
46,316,Jersey,10.2,Mild,Lumpy Skin Disease,3.6,Monaragala,8.92,101.6,925.0,41.6,32.3,Grass
27,261,Friesian,6.6,Healthy,None,3.3,Monaragala,7.19,81.5,728.0,33.7,28.7,Grass
60,312,Friesian,15.0,Severe,Mastitis,2.8,Kurunegala,9.3,99.7,897.0,57.1,31.2,Grass
66,599,Local,13.6,Healthy,None,2.4,Kurunegala,16.34,176.1,1450.0,82.7,66.0,Grass
96,567,Jersey,16.6,Healthy,None,2.9,Puttalam,15.84,176.6,1626.0,86.5,46.3,Mixed
35,464,Jersey,9.4,Healthy,None,3.5,Kurunegala,12.54,144.7,1128.0,81.4,44.7,Grass
66,433,Local,8.5,Healthy,None,2.3,Anuradhapura,11.68,130.0,1206.0,64.3,39.1,Grass
21,413,Jersey,4.2,Healthy,None,3.3,Polonnaruwa,10.75,124.2,974.0,65.8,37.2,Grass
116,549,Jersey,5.6,Severe,Mastitis,3.9,Badulla,14.29,154.6,1284.0,79.6,55.8,Grass
25,362,Local,1.6,Healthy,None,3.8,Monaragala,9.21,106.8,939.0,44.7,33.4,Grass
112,433,Friesian,13.1,Mild,Lumpy Skin Disease,3.0,Monaragala,12.14,142.4,1169.0,68.3,37.2,Grass
81,527,Ayrshire,9.3,Healthy,None,3.2,Puttalam,14.11,148.9,1215.0,80.5,39.9,Grass
18,419,Jersey,11.8,Mild,Lumpy Skin Disease,3.6,Kurunegala,11.66,133.3,1205.0,72.2,37.9,Grass
36,550,Jersey,12.6,Mild,Foot Rot,3.1,Puttalam,15.01,174.4,1564.0,78.8,61.8,Grass
93,301,Ayrshire,10.2,Healthy,None,3.0,Puttalam,8.54,91.2,753.0,54.6,33.4,Grass
101,412,Jersey,13.5,Mild,Foot Rot,2.1,Matale,11.65,132.8,1207.0,70.8,36.3,Grass
40,443,Ayrshire,5.3,Mild,Lumpy Skin Disease,3.4,Puttalam,11.61,123.8,1156.0,74.3,47.9,Grass
116,540,Friesian,12.9,Healthy,None,2.9,Kurunegala,14.79,161.4,1496.0,84.6,54.7,Grass
81,322,Ayrshire,12.1,Mild,Mastitis,3.2,Monaragala,9.26,101.4,846.0,53.5,38.4,Grass
108,593,Ayrshire,9.3,Healthy,None,2.6,Kurunegala,15.76,170.9,1418.0,73.1,49.8,Grass
110,250,Friesian,13.0,Healthy,None,2.5,Puttalam,7.55,86.5,788.0,47.3,26.4,Grass
62,529,Local,14.0,Healthy,None,2.1,Anuradhapura,14.63,162.7,1496.0,84.9,55.0,Grass
75,287,Friesian,17.1,Healthy,None,3.2,Puttalam,8.89,97.0,925.0,41.3,27.0,Mixed
38,288,Friesian,13.3,Healthy,None,3.5,Badulla,8.53,100.5,877.0,50.4,29.0,Grass
39,560,Local,20.3,Healthy,None,3.5,Badulla,16.03,170.4,1428.0,78.2,60.5,Mixed
111,526,Ayrshire,2.8,Mild,Lumpy Skin Disease,2.4,Anuradhapura,13.43,145.2,1155.0,75.8,53.4,Grass
24,434,Friesian,8.9,Healthy,None,3.0,Kurunegala,11.74,127.8,1153.0,66.9,36.2,Grass
44,337,Ayrshire,14.6,Severe,Lumpy Skin Disease,2.6,Badulla,9.89,114.7,902.0,52.4,34.5,Grass
51,296,Local,12.9,Healthy,None,2.6,Puttalam,8.69,101.2,803.0,46.9,27.5,Grass
51,365,Ayrshire,8.9,Healthy,None,2.3,Monaragala,10.02,107.2,991.0,47.0,37.4,Grass
87,461,Jersey,7.4,Healthy,None,2.3,Monaragala,12.27,142.2,1244.0,65.5,43.6,Grass
78,543,Jersey,7.1,Healthy,None,3.5,Matale,14.29,151.5,1473.0,84.7,50.1,Grass
120,542,Jersey,7.3,Healthy,None,4.3,Monaragala,14.28,164.0,1263.0,92.4,59.4,Grass
42,314,Friesian,14.5,Healthy,None,3.1,Monaragala,9.3,109.6,871.0,60.4,34.2,Grass
94,382,Ayrshire,7.7,Severe,Mastitis,3.4,Matale,10.32,109.5,992.0,57.8,41.3,Grass
76,256,Local,9.1,Healthy,None,3.1,Kurunegala,7.31,78.2,704.0,41.4,30.3,Grass
31,538,Friesian,24.8,Mild,Foot Rot,3.0,Matale,15.93,185.5,1634.0,80.1,59.2,Concentrate
95,492,Friesian,17.7,Healthy,None,2.6,Puttalam,14.07,155.1,1370.0,82.5,47.3,Mixed
60,371,Friesian,11.8,Mild,Lumpy Skin Disease,3.9,Polonnaruwa,10.46,122.0,893.0,64.2,33.7,Grass
80,600,Friesian,8.9,Severe,Mastitis,3.9,Polonnaruwa,15.89,169.6,1660.0,85.6,62.9,Grass
111,463,Friesian,15.5,Healthy,None,2.7,Monaragala,13.13,141.5,1332.0,78.5,50.7,Mixed
65,278,Jersey,15.2,Healthy,None,3.5,Matale,8.47,96.7,788.0,51.3,29.9,Mixed
21,338,Jersey,15.1,Mild,Mastitis,2.2,Badulla,9.96,115.4,896.0,53.9,40.7,Mixed
43,390,Ayrshire,8.4,Mild,Foot Rot,2.9,Puttalam,10.59,116.7,1096.0,62.1,33.2,Grass
94,478,Jersey,11.6,Severe,Lumpy Skin Disease,3.3,Badulla,13.11,147.7,1206.0,63.3,53.1,Grass
106,296,Ayrshire,12.9,Healthy,None,2.3,Anuradhapura,8.69,91.8,887.0,52.7,26.9,Grass
100,365,Jersey,13.9,Healthy,None,3.3,Kurunegala,10.52,116.1,898.0,63.8,40.8,Grass
78,317,Jersey,14.8,Healthy,None,3.5,Badulla,9.41,98.9,847.0,57.5,30.4,Grass
100,390,Local,16.2,Mild,Lumpy Skin Disease,3.2,Matale,11.37,126.2,1016.0,58.0,40.1,Mixed
68,549,Friesian,11.6,Healthy,None,2.2,Matale,14.89,175.7,1553.0,92.0,53.4,Grass
95,394,Ayrshire,14.1,Mild,Lumpy Skin Disease,3.1,Polonnaruwa,11.26,119.2,1180.0,65.1,45.1,Grass
101,583,Ayrshire,13.4,Healthy,None,2.4,Monaragala,15.92,177.9,1430.0,73.4,63.7,Grass
94,456,Ayrshire,6.6,Mild,Foot Rot,3.5,Puttalam,12.06,127.0,1145.0,61.4,49.1,Grass
67,268,Jersey,11.8,Healthy,None,3.3,Badulla,7.88,90.0,778.0,45.5,27.3,Grass
63,509,Ayrshire,12.1,Mild,Foot Rot,3.0,Polonnaruwa,13.94,162.3,1235.0,65.5,41.5,Grass
110,536,Jersey,16.7,Severe,Lumpy Skin Disease,2.7,Puttalam,15.07,171.1,1348.0,74.5,60.6,Mixed
118,419,Ayrshire,12.5,Healthy,None,2.8,Matale,11.73,127.6,1197.0,63.8,47.1,Grass
92,567,Friesian,9.8,Healthy,None,2.8,Puttalam,15.16,163.0,1325.0,88.9,53.7,Grass
24,327,Jersey,13.1,Severe,Lumpy Skin Disease,2.8,Polonnaruwa,9.49,104.7,915.0,59.9,32.7,Grass
109,342,Friesian,18.3,Healthy,None,2.6,Polonnaruwa,10.38,117.5,919.0,59.9,29.1,Mixed
44,336,Jersey,11.1,Healthy,None,2.8,Puttalam,9.51,109.3,825.0,54.5,35.1,Grass
72,494,Local,19.2,Healthy,None,3.1,Monaragala,14.27,159.7,1421.0,91.3,57.8,Mixed
85,347,Friesian,17.2,Mild,Foot Rot,2.3,Kurunegala,10.4,119.1,931.0,65.0,33.7,Mixed
67,507,Ayrshire,13.3,Healthy,None,3.4,Matale,14.01,162.1,1274.0,71.2,53.5,Grass
85,422,Local,12.4,Mild,Mastitis,3.5,Monaragala,11.79,129.0,1215.0,61.5,36.1,Grass
69,259,Jersey,9.4,Healthy,None,3.7,Kurunegala,7.42,87.4,662.0,33.7,26.0,Grass
64,583,Friesian,23.5,Healthy,None,2.8,Kurunegala,16.93,191.9,1700.0,97.3,61.5,Concentrate
102,305,Friesian,9.8,Healthy,None,3.7,Badulla,8.61,91.7,808.0,40.9,27.2,Grass
37,355,Friesian,19.9,Healthy,None,2.7,Anuradhapura,10.87,123.5,1068.0,54.8,39.7,Mixed
71,303,Friesian,9.9,Healthy,None,2.9,Monaragala,8.56,98.6,813.0,48.9,33.3,Grass
84,353,Ayrshire,5.3,Mild,Lumpy Skin Disease,2.5,Puttalam,9.36,100.2,898.0,59.2,35.2,Grass
60,370,Friesian,7.0,Healthy,None,2.6,Kurunegala,9.95,105.6,868.0,56.2,34.7,Grass
117,511,Friesian,11.8,Mild,Mastitis,3.1,Polonnaruwa,13.96,163.0,1366.0,75.6,58.2,Grass
77,275,Friesian,19.8,Mild,Mastitis,2.5,Kurunegala,8.86,102.8,817.0,51.9,30.1,Mixed
30,273,Friesian,16.9,Mild,Foot Rot,2.9,Polonnaruwa,8.52,96.6,780.0,53.6,35.2,Mixed
111,297,Ayrshire,11.8,Mild,Mastitis,3.3,Badulla,8.61,91.7,801.0,46.6,34.2,Grass
79,465,Jersey,6.4,Healthy,None,3.2,Puttalam,12.27,139.9,1057.0,78.3,37.1,Grass
93,497,Local,12.8,Healthy,None,3.2,Monaragala,13.71,150.7,1264.0,62.5,51.5,Grass
111,316,Local,13.4,Severe,Mastitis,4.2,Kurunegala,9.24,107.7,867.0,42.8,34.3,Grass
108,597,Jersey,8.8,Severe,Foot Rot,2.7,Puttalam,15.81,184.0,1508.0,92.9,58.0,Grass
102,377,Local,8.9,Healthy,None,2.7,Matale,10.32,117.4,957.0,63.8,37.0,Grass
24,255,Jersey,8.8,Healthy,None,3.6,Polonnaruwa,7.25,80.5,688.0,35.0,27.9,Grass
48,419,Ayrshire,19.1,Healthy,None,2.7,Puttalam,12.39,133.7,1213.0,65.7,38.8,Mixed
74,543,Local,7.8,Healthy,None,3.2,Kurunegala,14.36,160.1,1311.0,92.8,55.2,Grass
31,456,Local,9.2,Healthy,None,3.3,Badulla,12.32,138.2,1251.0,74.9,51.1,Grass
56,510,Jersey,13.0,Mild,Lumpy Skin Disease,2.2,Puttalam,14.05,164.9,1296.0,64.8,43.7,Grass
60,536,Local,19.7,Mild,Lumpy Skin Disease,3.9,Polonnaruwa,15.37,175.7,1342.0,92.5,47.8,Mixed
63,574,Ayrshire,8.9,Healthy,None,2.8,Monaragala,15.24,167.4,1328.0,95.9,53.2,Grass
109,459,Friesian,13.4,Healthy,None,3.2,Monaragala,12.82,137.9,1121.0,79.5,39.8,Grass
118,347,Ayrshire,15.3,Healthy,None,4.0,Monaragala,10.21,112.7,1057.0,63.0,37.0,Mixed
75,484,Jersey,11.1,Severe,Mastitis,2.6,Puttalam,13.21,147.8,1136.0,84.2,52.5,Grass
83,340,Jersey,5.1,Mild,Mastitis,2.6,Puttalam,9.01,95.8,884.0,51.5,29.3,Grass
71,561,Jersey,11.8,Healthy,None,3.9,Puttalam,15.21,178.8,1588.0,82.2,45.4,Grass
95,512,Ayrshire,9.4,Mild,Foot Rot,3.1,Anuradhapura,13.74,159.6,1364.0,87.5,50.6,Grass
44,569,Ayrshire,11.9,Mild,Foot Rot,3.6,Matale,15.42,164.6,1530.0,99.5,47.0,Grass
106,576,Ayrshire,24.6,Mild,Lumpy Skin Disease,2.7,Badulla,16.86,189.4,1630.0,107.7,64.0,Concentrate
113,523,Ayrshire,9.6,Mild,Lumpy Skin Disease,3.5,Badulla,14.04,162.2,1340.0,63.9,42.2,Grass
25,352,Ayrshire,15.4,Mild,Mastitis,3.9,Monaragala,10.34,121.8,1020.0,49.6,29.8,Mixed
55,354,Friesian,14.9,Healthy,None,2.8,Anuradhapura,10.34,114.7,1006.0,60.5,37.1,Grass
113,581,Local,15.0,Healthy,None,3.6,Puttalam,16.02,184.5,1618.0,81.3,59.8,Grass
67,463,Ayrshire,16.1,Severe,Mastitis,3.3,Monaragala,13.19,138.7,1187.0,75.7,51.4,Mixed
74,365,Ayrshire,17.3,Mild,Foot Rot,3.6,Puttalam,10.86,124.5,966.0,64.6,33.3,Mixed
40,599,Friesian,18.9,Healthy,None,3.3,Matale,16.87,180.9,1607.0,88.6,57.4,Mixed
51,316,Jersey,11.2,Healthy,None,3.1,Anuradhapura,9.02,97.7,826.0,53.4,27.2,Grass
59,555,Friesian,18.0,Mild,Foot Rot,2.6,Polonnaruwa,15.68,177.2,1540.0,85.9,56.5,Mixed
27,412,Jersey,13.8,Severe,Foot Rot,2.8,Kurunegala,11.68,123.7,1111.0,62.3,41.5,Grass
62,363,Jersey,12.1,Mild,Lumpy Skin Disease,3.6,Matale,10.29,112.9,920.0,61.8,36.5,Grass
114,582,Friesian,13.0,Healthy,None,3.0,Anuradhapura,15.85,173.6,1423.0,91.7,64.8,Grass
23,599,Ayrshire,5.2,Healthy,None,3.4,Kurunegala,15.5,178.8,1353.0,77.7,59.1,Grass
84,441,Local,15.2,Healthy,None,4.1,Kurunegala,12.54,136.5,1229.0,64.5,36.6,Mixed
39,525,Friesian,10.5,Healthy,None,3.1,Monaragala,14.18,152.8,1384.0,69.9,53.3,Grass
31,355,Local,13.2,Healthy,None,3.8,Polonnaruwa,10.2,119.6,1019.0,49.0,35.1,Grass
22,294,Friesian,11.5,Healthy,None,3.1,Polonnaruwa,8.5,98.0,817.0,48.0,26.5,Grass
70,448,Local,15.0,Healthy,None,3.1,Badulla,12.7,140.5,1084.0,74.3,45.1,Grass
110,566,Friesian,9.8,Mild,Foot Rot,3.1,Polonnaruwa,15.13,159.8,1543.0,78.9,53.0,Grass
118,404,Friesian,17.4,Healthy,None,2.5,Anuradhapura,11.84,138.6,1097.0,72.7,33.7,Mixed
86,362,Jersey,12.7,Mild,Foot Rot,2.6,Monaragala,10.32,112.3,1008.0,52.6,41.7,Grass
111,581,Ayrshire,18.0,Severe,Mastitis,2.2,Matale,16.32,183.1,1568.0,77.5,45.8,Mixed
68,525,Friesian,9.2,Healthy,None,3.2,Badulla,14.04,161.1,1447.0,72.8,47.4,Grass
83,322,Jersey,19.8,Healthy,None,3.0,Matale,10.03,113.4,903.0,47.4,37.5,Mixed
24,531,Local,9.2,Healthy,None,3.9,Matale,14.2,150.5,1398.0,71.0,43.7,Grass
80,419,Ayrshire,4.8,Healthy,None,1.9,Polonnaruwa,10.96,124.4,954.0,62.9,44.5,Grass
80,480,Ayrshire,14.2,Healthy,None,2.7,Polonnaruwa,13.42,146.2,1297.0,75.6,44.4,Grass
72,336,Friesian,6.9,Healthy,None,3.4,Polonnaruwa,9.09,104.7,902.0,52.6,29.0,Grass
35,597,Ayrshire,13.2,Mild,Lumpy Skin Disease,2.7,Badulla,16.25,180.0,1633.0,89.0,48.0,Grass
95,291,Ayrshire,5.6,Mild,Mastitis,3.4,Badulla,7.83,91.3,696.0,46.7,28.8,Grass
27,259,Friesian,15.3,Mild,Foot Rot,3.0,Matale,8.01,88.3,775.0,50.6,28.6,Mixed
87,491,Jersey,21.2,Healthy,None,2.5,Puttalam,14.39,155.3,1445.0,85.9,46.2,Mixed
82,511,Friesian,4.4,Healthy,None,2.7,Matale,13.21,147.3,1298.0,81.8,51.9,Grass
105,334,Jersey,11.8,Healthy,None,3.1,Badulla,9.53,102.3,991.0,55.5,39.6,Grass
111,497,Ayrshire,10.8,Healthy,None,3.2,Badulla,13.51,155.2,1211.0,67.9,42.3,Grass
44,515,Ayrshire,5.7,Healthy,None,3.7,Kurunegala,13.45,157.3,1380.0,61.6,49.9,Grass
108,516,Ayrshire,11.6,Mild,Lumpy Skin Disease,3.6,Matale,14.06,158.2,1355.0,73.9,46.8,Grass
101,289,Ayrshire,13.7,Healthy,None,3.2,Puttalam,8.6,100.4,820.0,44.8,34.5,Grass
119,496,Friesian,14.8,Healthy,None,3.2,Anuradhapura,13.88,148.2,1226.0,64.6,51.4,Grass
